date,occasion,top10_gross,top10_wow_change,num_releases,top_release,week_no,year,month_week,weekend
Apr 10-12,,"$7,474,212",-,3,Excalibur,15,1981,Apr_w2,1981_Apr_w2
Mar 27-29,,"$546,724",-90.2%,1,Eyes of a Stranger,13,1981,Mar_w5,1981_Mar_w5
Mar 20-22,,"$5,571,675",-4.4%,1,The Final Conflict,12,1981,Mar_w4,1981_Mar_w4
Mar 13-15,,"$5,830,020",+318.6%,3,Back Roads,11,1981,Mar_w3,1981_Mar_w3
Mar 6-8,,"$1,392,852",-,1,All Night Long,10,1981,Mar_w2,1981_Mar_w2
Feb 27-Mar 1,,-,-,-,-,9,1981,Mar_w1,1981_Mar_w1
Feb 13-16,Presidents' Day wknd,"$439,564",-,1,Sphinx,7,1981,Feb_w3,1981_Feb_w3
Feb 6-8,,-,-,-,-,6,1981,Feb_w2,1981_Feb_w2
Jan 30-Feb 1,,"$4,279,264",-,1,The Incredible Shrinking Woman,5,1981,Feb_w1,1981_Feb_w1
"Dec 29-Jan 1, 1996",New Year's long wknd,"$114,332,437",-,26,Toy Story,52,1995,Dec_w4,1995_Dec_w4
Dec 29-31,,"$15,588,776",+58.1%,1,Toy Story,52,1995,Dec_w4,1995_Dec_w4
Dec 22-24,,"$9,858,698",-81.9%,1,Toy Story,51,1995,Dec_w3,1995_Dec_w3
Dec 22-25,Christmas long wknd,"$75,746,340",-,23,Waiting to Exhale,51,1995,Dec_w3,1995_Dec_w3
Dec 15-17,,"$54,343,896",+15.5%,15,Jumanji,50,1995,Dec_w2,1995_Dec_w2
Dec 8-10,,"$47,055,393",-20.6%,15,Toy Story,49,1995,Dec_w1,1995_Dec_w1
Dec 1-3,Post-Thanksgiving,"$59,293,975",-43.2%,14,Toy Story,48,1995,Nov_w4,1995_Nov_w4
Nov 24-26,Thanksgiving 3-Day,"$104,321,711",+37%,16,Toy Story,47,1995,Nov_w3,1995_Nov_w3
Nov 23-26,Thanksgiving 4-Day,"$34,406,554",-,2,Toy Story,47,1995,Nov_w3,1995_Nov_w3
Nov 22-26,Thanksgiving 5-Day,"$39,232,451",-,2,Toy Story,47,1995,Nov_w3,1995_Nov_w3
Nov 17-19,,"$76,161,016",+10%,15,GoldenEye,46,1995,Nov_w2,1995_Nov_w2
Nov 10-12,,"$69,246,023",+47.6%,20,Ace Ventura: When Nature Calls,45,1995,Nov_w1,1995_Nov_w1
Nov 3-5,,"$46,916,688",+4.3%,23,Get Shorty,44,1995,Oct_w5,1995_Oct_w5
Oct 27-29,,"$44,967,686",-0.2%,22,Get Shorty,43,1995,Oct_w4,1995_Oct_w4
Oct 20-22,,"$45,035,243",+1.7%,19,Get Shorty,42,1995,Oct_w3,1995_Oct_w3
Oct 13-15,,"$44,275,535",-16.1%,22,Se7en,41,1995,Oct_w2,1995_Oct_w2
Oct 6-8,,"$52,792,066",+21.7%,21,Se7en,40,1995,Oct_w1,1995_Oct_w1
Oct 6-9,Indig. Peoples' Day wknd,"$514,949",-,2,Apollo 13,40,1995,Oct_w1,1995_Oct_w1
Sep 29-Oct 1,,"$43,393,255",+5.9%,20,Se7en,39,1995,Sep_w4,1995_Sep_w4
Sep 22-24,,"$40,976,642",+33.4%,20,Se7en,38,1995,Sep_w3,1995_Sep_w3
Sep 15-17,,"$30,722,545",-10.3%,23,"To Wong Foo, Thanks for Everything! Julie Newmar",37,1995,Sep_w2,1995_Sep_w2
Sep 8-10,,"$34,269,144",+719.6%,21,"To Wong Foo, Thanks for Everything! Julie Newmar",36,1995,Sep_w1,1995_Sep_w1
Sep 1-3,,"$4,181,094",-92%,3,Apollo 13,35,1995,Aug_w5,1995_Aug_w5
Sep 1-4,Labor Day wknd,"$53,817,582",-,23,Mortal Kombat,35,1995,Aug_w5,1995_Aug_w5
Aug 25-27,,"$52,424,810",-25.2%,25,Mortal Kombat,34,1995,Aug_w4,1995_Aug_w4
Aug 18-20,,"$70,040,087",+0.6%,24,Mortal Kombat,33,1995,Aug_w3,1995_Aug_w3
Aug 11-13,,"$69,656,248",-4.8%,24,Dangerous Minds,32,1995,Aug_w2,1995_Aug_w2
Aug 4-6,,"$73,191,081",-4.9%,23,Waterworld,31,1995,Aug_w1,1995_Aug_w1
Jul 28-30,,"$76,992,901",+2%,18,Waterworld,30,1995,Jul_w4,1995_Jul_w4
Jul 21-23,,"$75,474,370",-9.8%,18,Apollo 13,29,1995,Jul_w3,1995_Jul_w3
Jul 14-16,,"$83,673,590",-3.4%,18,Apollo 13,28,1995,Jul_w2,1995_Jul_w2
Jul 7-9,,"$86,590,302",-12.3%,15,Apollo 13,27,1995,Jul_w1,1995_Jul_w1
Jun 30-Jul 2,,"$98,694,045",+6.9%,16,Apollo 13,26,1995,Jun_w5,1995_Jun_w5
Jun 30-Jul 4,July 4th long wknd,"$65,330,300",-,4,Apollo 13,26,1995,Jun_w5,1995_Jun_w5
Jun 23-25,,"$92,308,167",-2.4%,16,Pocahontas,25,1995,Jun_w4,1995_Jun_w4
Jun 16-18,,"$94,611,854",+35.4%,13,Batman Forever,24,1995,Jun_w3,1995_Jun_w3
Jun 9-11,,"$69,851,526",+13.8%,18,Congo,23,1995,Jun_w2,1995_Jun_w2
Jun 2-4,,"$61,361,625",+83.5%,17,Casper,22,1995,Jun_w1,1995_Jun_w1
May 26-28,,"$33,445,924",-39.9%,4,Casper,21,1995,May_w4,1995_May_w4
May 26-29,Memorial Day wknd,"$101,909,625",-,16,Casper,21,1995,May_w4,1995_May_w4
May 19-21,,"$55,685,726",+23.8%,12,Die Hard with a Vengeance,20,1995,May_w3,1995_May_w3
May 12-14,,"$44,973,684",+22.7%,14,Crimson Tide,19,1995,May_w2,1995_May_w2
May 5-7,,"$36,640,243",-7.2%,14,French Kiss,18,1995,May_w1,1995_May_w1
Apr 28-30,,"$39,464,415",-7.9%,20,While You Were Sleeping,17,1995,Apr_w4,1995_Apr_w4
Apr 21-23,,"$42,837,724",-6.4%,19,While You Were Sleeping,16,1995,Apr_w3,1995_Apr_w3
Apr 14-16,,"$45,753,689",-7.9%,15,Bad Boys,15,1995,Apr_w2,1995_Apr_w2
Apr 14-17,Easter wknd,"$12,420,473",-,1,Bad Boys,15,1995,Apr_w2,1995_Apr_w2
Apr 7-9,,"$49,683,607",+32.2%,15,Bad Boys,14,1995,Apr_w1,1995_Apr_w1
Mar 31-Apr 2,,"$37,579,992",-5.3%,16,Tommy Boy,13,1995,Mar_w5,1995_Mar_w5
Mar 24-26,,"$39,691,127",+2.3%,19,Outbreak,12,1995,Mar_w4,1995_Mar_w4
Mar 17-19,,"$38,813,391",+1.5%,17,Outbreak,11,1995,Mar_w3,1995_Mar_w3
Mar 10-12,,"$38,248,250",-2.6%,19,Outbreak,10,1995,Mar_w2,1995_Mar_w2
Mar 3-5,,"$39,255,310",+7.6%,19,Man of the House,9,1995,Mar_w1,1995_Mar_w1
Feb 24-26,,"$36,487,446","+9,012.9%",17,The Brady Bunch Movie,8,1995,Feb_w4,1995_Feb_w4
Feb 17-19,,"$400,395",-98.8%,1,Street Fighter,7,1995,Feb_w3,1995_Feb_w3
Feb 17-20,Presidents' Day wknd,"$57,402,244",-,20,The Brady Bunch Movie,7,1995,Feb_w3,1995_Feb_w3
Feb 10-12,,"$33,144,426",+0.3%,18,Billy Madison,6,1995,Feb_w2,1995_Feb_w2
Feb 3-5,,"$33,050,746",-5.8%,18,Legends of the Fall,5,1995,Feb_w1,1995_Feb_w1
Jan 27-29,,"$35,097,466",-23.8%,21,Legends of the Fall,4,1995,Jan_w4,1995_Jan_w4
Jan 20-22,,"$46,034,285",+778.1%,20,Legends of the Fall,3,1995,Jan_w3,1995_Jan_w3
Jan 13-15,,"$5,242,650",-89.3%,2,Little Women,2,1995,Jan_w2,1995_Jan_w2
Jan 13-16,MLK wknd,"$79,158,945",-,20,Legends of the Fall,2,1995,Jan_w2,1995_Jan_w2
Jan 6-8,,"$49,115,738",+297.6%,20,Dumb and Dumber,1,1995,Jan_w1,1995_Jan_w1
"Dec 30-Jan 2, 1995",New Year's long wknd,"$86,236,467",-,22,Dumb and Dumber,52,1994,Dec_w4,1994_Dec_w4
"Dec 30-Jan 1, 1995",,"$12,351,828",+33.2%,4,Little Women,52,1994,Dec_w4,1994_Dec_w4
Dec 23-25,,"$9,270,742",-81%,2,Street Fighter,51,1994,Dec_w3,1994_Dec_w3
Dec 23-26,Christmas long wknd,"$69,243,119",-,25,Dumb and Dumber,51,1994,Dec_w3,1994_Dec_w3
Dec 16-18,,"$48,870,753",+21.2%,14,Dumb and Dumber,50,1994,Dec_w2,1994_Dec_w2
Dec 9-11,,"$40,319,763",-9.8%,16,Disclosure,49,1994,Dec_w1,1994_Dec_w1
Dec 2-4,Post-Thanksgiving,"$44,705,283",-48%,14,The Santa Clause,48,1994,Nov_w4,1994_Nov_w4
Nov 25-27,Thanksgiving 3-Day,"$85,970,081",+2.7%,20,The Santa Clause,47,1994,Nov_w3,1994_Nov_w3
Nov 24-27,Thanksgiving 4-Day,-,-,-,-,47,1994,Nov_w3,1994_Nov_w3
Nov 23-27,Thanksgiving 5-Day,-,-,-,-,47,1994,Nov_w3,1994_Nov_w3
Nov 18-20,,"$83,681,438",+2.6%,16,Star Trek: Generations,46,1994,Nov_w2,1994_Nov_w2
Nov 11-13,,"$81,584,809",+72.8%,17,Interview with the Vampire: The Vampire Chronicles,45,1994,Nov_w1,1994_Nov_w1
Nov 4-6,,"$47,216,090",+10.4%,19,Stargate,44,1994,Oct_w5,1994_Oct_w5
Oct 28-30,,"$42,768,466",-1.9%,20,Stargate,43,1994,Oct_w4,1994_Oct_w4
Oct 21-23,,"$43,597,887",-12.7%,20,Pulp Fiction,42,1994,Oct_w3,1994_Oct_w3
Oct 14-16,,"$49,912,094",+7.4%,17,Pulp Fiction,41,1994,Oct_w2,1994_Oct_w2
Oct 7-9,,"$46,475,330",+23%,16,The Specialist,40,1994,Oct_w1,1994_Oct_w1
Oct 7-10,Indig. Peoples' Day wknd,"$475,385",-,2,Jurassic Park,40,1994,Oct_w1,1994_Oct_w1
Sep 30-Oct 2,,"$37,774,192",+15.3%,17,The River Wild,39,1994,Sep_w4,1994_Sep_w4
Sep 23-25,,"$32,749,380",-5.2%,18,Timecop,38,1994,Sep_w3,1994_Sep_w3
Sep 16-18,,"$34,550,533",+5.1%,21,Timecop,37,1994,Sep_w2,1994_Sep_w2
Sep 9-11,,"$32,859,150","+3,170.2%",17,Forrest Gump,36,1994,Sep_w1,1994_Sep_w1
Sep 2-4,,"$1,004,805",-98.1%,2,Jurassic Park,35,1994,Aug_w5,1994_Aug_w5
Sep 2-5,Labor Day wknd,"$62,539,348",-,23,Forrest Gump,35,1994,Aug_w5,1994_Aug_w5
Aug 26-28,,"$53,788,246",-15.1%,21,Natural Born Killers,34,1994,Aug_w4,1994_Aug_w4
Aug 19-21,,"$63,357,175",-20.3%,16,Forrest Gump,33,1994,Aug_w3,1994_Aug_w3
Aug 12-14,,"$79,480,952",-14.6%,14,Clear and Present Danger,32,1994,Aug_w2,1994_Aug_w2
Aug 5-7,,"$93,109,647",-3.1%,13,Clear and Present Danger,31,1994,Aug_w1,1994_Aug_w1
Jul 29-31,,"$96,043,848",+2.2%,14,The Mask,30,1994,Jul_w4,1994_Jul_w4
Jul 22-24,,"$93,988,169",+1.3%,14,Forrest Gump,29,1994,Jul_w3,1994_Jul_w3
Jul 15-17,World Cup (USA),"$92,809,137",+8.4%,15,True Lies,28,1994,Jul_w2,1994_Jul_w2
Jul 8-10,World Cup (USA),"$85,646,764","+2,001.5%",14,Forrest Gump,27,1994,Jul_w1,1994_Jul_w1
Jul 1-3,World Cup (USA),"$4,075,450",-95.7%,3,The Flintstones,26,1994,Jun_w5,1994_Jun_w5
Jul 1-4,July 4th long wkndWorld Cup (USA),"$100,108,303",-,14,The Lion King,26,1994,Jun_w5,1994_Jun_w5
Jun 24-26,World Cup (USA),"$93,704,198",+45.9%,15,The Lion King,25,1994,Jun_w4,1994_Jun_w4
Jun 17-19,World Cup (USA),"$64,204,103",+3.9%,13,Wolf,24,1994,Jun_w3,1994_Jun_w3
Jun 10-12,,"$61,791,562",+10%,15,Speed,23,1994,Jun_w2,1994_Jun_w2
Jun 3-5,,"$56,173,939",+31.9%,16,The Flintstones,22,1994,Jun_w1,1994_Jun_w1
May 27-29,,"$42,582,439",+2.8%,3,The Flintstones,21,1994,May_w4,1994_May_w4
May 27-30,Memorial Day wknd,"$92,118,182",-,14,The Flintstones,21,1994,May_w4,1994_May_w4
May 20-22,,"$41,436,948",+6.6%,14,Maverick,20,1994,May_w3,1994_May_w3
May 13-15,,"$38,863,299",+62.4%,22,The Crow,19,1994,May_w2,1994_May_w2
May 6-8,,"$23,926,538",-9.9%,24,With Honors,18,1994,May_w1,1994_May_w1
Apr 29-May 1,,"$26,544,318",+2.8%,23,No Escape,17,1994,Apr_w4,1994_Apr_w4
Apr 22-24,,"$25,829,496",-16.1%,22,Bad Girls,16,1994,Apr_w3,1994_Apr_w3
Apr 15-17,,"$30,803,934",-15%,24,Four Weddings and a Funeral,15,1994,Apr_w2,1994_Apr_w2
Apr 8-10,,"$36,234,749",-8.3%,22,D2: The Mighty Ducks,14,1994,Apr_w1,1994_Apr_w1
Apr 1-3,,"$39,524,149",-14.4%,23,Major League II,13,1994,Mar_w5,1994_Mar_w5
Apr 1-4,Easter wknd,"$4,758,935",-,3,Schindler's List,13,1994,Mar_w5,1994_Mar_w5
Mar 25-27,,"$46,196,005",+14.9%,23,D2: The Mighty Ducks,12,1994,Mar_w4,1994_Mar_w4
Mar 18-20,,"$40,221,420",+16.5%,27,Naked Gun 33 1/3: The Final Insult,11,1994,Mar_w3,1994_Mar_w3
Mar 11-13,,"$34,521,018",-2.1%,22,Guarding Tess,10,1994,Mar_w2,1994_Mar_w2
Mar 4-6,,"$35,245,870",-16.4%,21,Ace Ventura: Pet Detective,9,1994,Mar_w1,1994_Mar_w1
Feb 25-27,Lillehammer Olympics,"$42,176,741",+344.3%,19,Ace Ventura: Pet Detective,8,1994,Feb_w4,1994_Feb_w4
Feb 18-20,Lillehammer Olympics,"$9,493,540",-80.4%,3,Reality Bites,7,1994,Feb_w3,1994_Feb_w3
Feb 18-21,Lillehammer OlympicsPresidents' Day wknd,"$67,655,829",-,19,On Deadly Ground,7,1994,Feb_w3,1994_Feb_w3
Feb 11-13,Lillehammer Olympics,"$48,342,371",-9.1%,22,Ace Ventura: Pet Detective,6,1994,Feb_w2,1994_Feb_w2
Feb 4-6,,"$53,164,721",+25.3%,26,Ace Ventura: Pet Detective,5,1994,Feb_w1,1994_Feb_w1
Jan 28-30,,"$42,436,006",-18.6%,22,Mrs. Doubtfire,4,1994,Jan_w4,1994_Jan_w4
Jan 21-23,,"$52,151,876","+1,296.9%",20,Philadelphia,3,1994,Jan_w3,1994_Jan_w3
Jan 14-16,,"$3,733,339",-93.1%,3,Schindler's List,2,1994,Jan_w2,1994_Jan_w2
Jan 14-17,MLK wknd,"$65,313,589",-,25,Philadelphia,2,1994,Jan_w2,1994_Jan_w2
Jan 7-9,,"$54,324,728",-24.3%,21,Mrs. Doubtfire,1,1994,Jan_w1,1994_Jan_w1
Dec 26-28,,"$3,810,214",-71.7%,2,First Family,52,1980,Dec_w4,1980_Dec_w4
Dec 19-21,,"$13,483,950",-10.5%,4,Any Which Way You Can,51,1980,Dec_w3,1980_Dec_w3
Dec 12-14,,"$15,074,258",+267.4%,3,Stir Crazy,50,1980,Dec_w2,1980_Dec_w2
Dec 5-7,Post-Thanksgiving,"$4,103,412","+3,073.4%",3,Flash Gordon,49,1980,Dec_w1,1980_Dec_w1
Nov 28-30,Thanksgiving 3-Day,"$129,307",+14.8%,1,Raging Bull,48,1980,Nov_w4,1980_Nov_w4
Nov 21-23,,"$112,663",-74.8%,1,Raging Bull,47,1980,Nov_w3,1980_Nov_w3
Nov 14-16,,"$446,993",-,2,The Idolmaker,46,1980,Nov_w2,1980_Nov_w2
Oct 31-Nov 2,,"$2,728,520",-7%,1,The Awakening,44,1980,Oct_w5,1980_Oct_w5
Oct 24-26,,"$2,934,957",-,2,Motel Hell,43,1980,Oct_w4,1980_Oct_w4
Oct 10-12,,"$4,739,769",-1.8%,1,Private Benjamin,41,1980,Oct_w2,1980_Oct_w2
Oct 10-13,Indig. Peoples' Day wknd,-,-,-,-,41,1980,Oct_w2,1980_Oct_w2
Oct 3-5,,"$4,827,433",+0.9%,4,"Oh, God! Book II",40,1980,Oct_w1,1980_Oct_w1
Sep 26-28,,"$4,784,434","+2,708.8%",5,In God We Trust (or Gimme That Prime Time Religion),39,1980,Sep_w4,1980_Sep_w4
Sep 19-21,,"$170,335",-,1,Ordinary People,38,1980,Sep_w3,1980_Sep_w3
Sep 12-14,,-,-,-,-,37,1980,Sep_w2,1980_Sep_w2
Aug 29-Sep 1,Labor Day wknd,"$1,856,849",-,2,Battle Creek Brawl,35,1980,Aug_w5,1980_Aug_w5
Aug 22-24,,-,-,-,-,34,1980,Aug_w4,1980_Aug_w4
Aug 15-17,,"$15,268,817",+80.1%,3,Smokey and the Bandit II,33,1980,Aug_w3,1980_Aug_w3
Aug 8-10,,"$8,477,856",+47.2%,4,Star Wars: Episode V - The Empire Strikes Back,32,1980,Aug_w2,1980_Aug_w2
Aug 1-3,,"$5,758,789",-43.9%,1,Star Wars: Episode V - The Empire Strikes Back,31,1980,Aug_w1,1980_Aug_w1
Jul 25-27,,"$10,272,689",-27.5%,2,Star Wars: Episode V - The Empire Strikes Back,30,1980,Jul_w4,1980_Jul_w4
Jul 18-20,,"$14,173,929",+98.1%,3,Star Wars: Episode V - The Empire Strikes Back,29,1980,Jul_w3,1980_Jul_w3
Jul 11-13,,"$7,154,819",-13.9%,3,Star Wars: Episode V - The Empire Strikes Back,28,1980,Jul_w2,1980_Jul_w2
Jul 4-6,,"$8,309,772",-9.9%,1,Star Wars: Episode V - The Empire Strikes Back,27,1980,Jul_w1,1980_Jul_w1
Jun 27-29,,"$9,217,874",-50%,1,Star Wars: Episode V - The Empire Strikes Back,26,1980,Jun_w5,1980_Jun_w5
Jun 20-22,,"$18,446,538",+22.4%,3,Star Wars: Episode V - The Empire Strikes Back,25,1980,Jun_w4,1980_Jun_w4
Jun 13-15,,"$15,065,520",+247.2%,5,Bronco Billy,24,1980,Jun_w3,1980_Jun_w3
Jun 6-8,,"$4,339,769",-,1,Star Wars: Episode V - The Empire Strikes Back,23,1980,Jun_w2,1980_Jun_w2
May 30-Jun 1,,-,-,-,-,22,1980,Jun_w1,1980_Jun_w1
May 23-25,,"$4,910,483",+98.9%,1,Star Wars: Episode V - The Empire Strikes Back,21,1980,May_w4,1980_May_w4
May 23-26,Memorial Day wknd,"$8,514,566",-,3,Star Wars: Episode V - The Empire Strikes Back,21,1980,May_w4,1980_May_w4
May 16-18,,"$2,469,272",-73.7%,2,The Long Riders,20,1980,May_w3,1980_May_w3
May 9-11,,"$9,381,387",-,2,Friday the 13th,19,1980,May_w2,1980_May_w2
May 2-4,,-,-,-,-,18,1980,May_w1,1980_May_w1
Apr 25-27,,"$1,750,593",+117.3%,1,Where the Buffalo Roam,17,1980,Apr_w4,1980_Apr_w4
Apr 18-20,,"$805,511",-,1,North Sea Hijack,16,1980,Apr_w3,1980_Apr_w3
Apr 4-6,,-,-,-,-,14,1980,Apr_w1,1980_Apr_w1
Apr 4-7,Easter wknd,-,-,-,-,14,1980,Apr_w1,1980_Apr_w1
Mar 28-30,,"$1,745,228",+4.9%,2,When Time Ran Out...,13,1980,Mar_w5,1980_Mar_w5
Mar 21-23,,"$1,663,282","+2,621.8%",2,Little Miss Marker,12,1980,Mar_w4,1980_Mar_w4
Mar 14-16,,"$61,109",-98.2%,1,A Small Circle of Friends,11,1980,Mar_w3,1980_Mar_w3
Mar 7-9,,"$3,366,443","+1,422.3%",1,Coal Miner's Daughter,10,1980,Mar_w2,1980_Mar_w2
Feb 29-Mar 2,,"$221,141",-,1,Foxes,9,1980,Mar_w1,1980_Mar_w1
Feb 15-17,,-,-,-,-,7,1980,Feb_w3,1980_Feb_w3
Feb 15-18,Presidents' Day wknd,"$1,382,756",-,1,Jaws 21980 Re-release,7,1980,Feb_w3,1980_Feb_w3
Feb 8-10,,"$4,502,244",+26.5%,3,The Last Married Couple in America,6,1980,Feb_w2,1980_Feb_w2
Feb 1-3,,"$3,559,930",+113.3%,1,American Gigolo,5,1980,Feb_w1,1980_Feb_w1
Jan 25-27,,"$1,668,965",+332.3%,1,Guyana: Cult of the Damned,4,1980,Jan_w4,1980_Jan_w4
Jan 18-20,,"$386,099",-,2,Windows,3,1980,Jan_w3,1980_Jan_w3
Jan 18-21,MLK wknd,-,-,-,-,3,1980,Jan_w3,1980_Jan_w3
Dec 26-28,,"$169,982,431",+119.5%,85,Marley & Me,52,2008,Dec_w4,2008_Dec_w4
Dec 19-21,,"$77,424,767",-1.4%,92,Yes Man,51,2008,Dec_w3,2008_Dec_w3
Dec 12-14,,"$78,517,597",+6.9%,105,The Day the Earth Stood Still,50,2008,Dec_w2,2008_Dec_w2
Dec 5-7,Post-Thanksgiving,"$73,440,488",-51.8%,115,Four Christmases,49,2008,Dec_w1,2008_Dec_w1
Nov 28-30,Thanksgiving 3-Day,"$152,333,947",-1.6%,105,Four Christmases,48,2008,Nov_w4,2008_Nov_w4
Nov 27-30,Thanksgiving 4-Day,"$185,072,958",-,53,Four Christmases,48,2008,Nov_w4,2008_Nov_w4
Nov 26-30,Thanksgiving 5-Day,"$218,303,171",-,53,Four Christmases,48,2008,Nov_w4,2008_Nov_w4
Nov 21-23,,"$154,817,872",+14.9%,118,Twilight,47,2008,Nov_w3,2008_Nov_w3
Nov 14-16,,"$134,787,672",+9.2%,127,Quantum of Solace,46,2008,Nov_w2,2008_Nov_w2
Nov 7-9,,"$123,379,106",+78%,134,Madagascar: Escape 2 Africa,45,2008,Nov_w1,2008_Nov_w1
Oct 31-Nov 2,,"$69,307,204",-40.2%,140,High School Musical 3: Senior Year,44,2008,Oct_w5,2008_Oct_w5
Oct 24-26,,"$115,860,151",+44.8%,135,High School Musical 3: Senior Year,43,2008,Oct_w4,2008_Oct_w4
Oct 17-19,,"$79,992,286",-1%,131,Max Payne,42,2008,Oct_w3,2008_Oct_w3
Oct 10-12,,"$80,803,153",-10.8%,139,Beverly Hills Chihuahua,41,2008,Oct_w2,2008_Oct_w2
Oct 10-13,Indig. Peoples' Day wknd,"$91,420,183",-,60,Beverly Hills Chihuahua,41,2008,Oct_w2,2008_Oct_w2
Oct 3-5,,"$90,629,110",+10.3%,126,Beverly Hills Chihuahua,40,2008,Oct_w1,2008_Oct_w1
Sep 26-28,,"$82,148,111",+12.8%,125,Eagle Eye,39,2008,Sep_w4,2008_Sep_w4
Sep 19-21,,"$72,805,930",-11.4%,137,Lakeview Terrace,38,2008,Sep_w3,2008_Sep_w3
Sep 12-14,,"$82,159,485",+77.3%,131,Burn After Reading,37,2008,Sep_w2,2008_Sep_w2
Sep 5-7,,"$46,350,874",-32.4%,126,Bangkok Dangerous,36,2008,Sep_w1,2008_Sep_w1
Aug 29-31,,"$68,515,837",-17.1%,121,Tropic Thunder,35,2008,Aug_w5,2008_Aug_w5
Aug 29-Sep 1,Labor Day wknd,"$85,925,307",-,120,Tropic Thunder,35,2008,Aug_w5,2008_Aug_w5
Aug 22-24,Beijing Olympics,"$82,667,170",-22.3%,120,Tropic Thunder,34,2008,Aug_w4,2008_Aug_w4
Aug 15-17,Beijing Olympics,"$106,423,430",-1.8%,123,Tropic Thunder,33,2008,Aug_w3,2008_Aug_w3
Aug 8-10,Beijing Olympics,"$108,322,998",-23.1%,123,The Dark Knight,32,2008,Aug_w2,2008_Aug_w2
Aug 1-3,,"$140,934,095",-17.4%,122,The Dark Knight,31,2008,Aug_w1,2008_Aug_w1
Jul 25-27,,"$170,701,895",-32%,120,The Dark Knight,30,2008,Jul_w4,2008_Jul_w4
Jul 18-20,,"$250,971,601",+79.4%,122,The Dark Knight,29,2008,Jul_w3,2008_Jul_w3
Jul 11-13,,"$139,919,684",-6.7%,127,Hellboy II: The Golden Army,28,2008,Jul_w2,2008_Jul_w2
Jul 4-6,,"$149,925,900",-15.3%,116,Hancock,27,2008,Jul_w1,2008_Jul_w1
Jun 27-29,,"$176,907,464",+30.2%,129,WALL·E,26,2008,Jun_w5,2008_Jun_w5
Jun 20-22,,"$135,822,136",-22.4%,123,Get Smart,25,2008,Jun_w4,2008_Jun_w4
Jun 13-15,,"$174,921,744",+3%,127,The Incredible Hulk,24,2008,Jun_w3,2008_Jun_w3
Jun 6-8,,"$169,909,290",+4.1%,123,Kung Fu Panda,23,2008,Jun_w2,2008_Jun_w2
May 30-Jun 1,,"$163,144,136",-2.1%,134,Sex and the City,22,2008,Jun_w1,2008_Jun_w1
May 23-25,,"$166,568,045",+33.5%,121,Indiana Jones and the Kingdom of the Crystal Skull,21,2008,May_w4,2008_May_w4
May 23-26,Memorial Day wknd,"$212,296,393",-,118,Indiana Jones and the Kingdom of the Crystal Skull,21,2008,May_w4,2008_May_w4
May 16-18,,"$124,788,668",+7.6%,135,The Chronicles of Narnia: Prince Caspian,20,2008,May_w3,2008_May_w3
May 9-11,,"$115,983,162",-21.9%,136,Iron Man,19,2008,May_w2,2008_May_w2
May 2-4,,"$148,431,129",+95.2%,135,Iron Man,18,2008,May_w1,2008_May_w1
Apr 25-27,,"$76,023,855",-4.6%,145,Baby Mama,17,2008,Apr_w4,2008_Apr_w4
Apr 18-20,,"$79,673,117",+2.4%,134,The Forbidden Kingdom,16,2008,Apr_w3,2008_Apr_w3
Apr 11-13,,"$77,792,738",+2.1%,125,Prom Night,15,2008,Apr_w2,2008_Apr_w2
Apr 4-6,,"$76,219,857",-10.9%,129,21,14,2008,Apr_w1,2008_Apr_w1
Mar 28-30,,"$85,512,670",-9.7%,123,21,13,2008,Mar_w5,2008_Mar_w5
Mar 21-23,,"$94,656,916",-7.1%,118,Horton Hears a Who!,12,2008,Mar_w4,2008_Mar_w4
Mar 21-24,Easter wknd,"$107,553,652",-,59,Horton Hears a Who!,12,2008,Mar_w4,2008_Mar_w4
Mar 14-16,,"$101,862,262",+17.2%,124,Horton Hears a Who!,11,2008,Mar_w3,2008_Mar_w3
Mar 7-9,,"$86,928,662",+17.7%,119,"10,000 BC",10,2008,Mar_w2,2008_Mar_w2
Feb 29-Mar 2,,"$73,841,003",-13.3%,118,Semi-Pro,9,2008,Mar_w1,2008_Mar_w1
Feb 22-24,,"$85,162,089",-23.6%,114,Vantage Point,8,2008,Feb_w4,2008_Feb_w4
Feb 15-17,,"$111,505,912",+33.6%,99,Jumper,7,2008,Feb_w3,2008_Feb_w3
Feb 15-18,Presidents' Day wknd,"$133,761,458",-,100,Jumper,7,2008,Feb_w3,2008_Feb_w3
Feb 8-10,,"$83,480,396",-12%,107,Fool's Gold,6,2008,Feb_w2,2008_Feb_w2
Feb 1-3,,"$94,843,468",-13.1%,107,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,5,2008,Feb_w1,2008_Feb_w1
Jan 25-27,,"$109,183,558",-13.8%,108,Meet the Spartans,4,2008,Jan_w4,2008_Jan_w4
Jan 18-20,,"$126,624,750",+28.2%,101,Cloverfield,3,2008,Jan_w3,2008_Jan_w3
Jan 18-21,MLK wknd,"$151,470,763",-,95,Cloverfield,3,2008,Jan_w3,2008_Jan_w3
Jan 11-13,,"$98,786,197",-12.2%,98,The Bucket List,2,2008,Jan_w2,2008_Jan_w2
Jan 4-6,,"$112,470,805",-28.8%,89,National Treasure: Book of Secrets,1,2008,Jan_w1,2008_Jan_w1
Dec 25-27,COVID-19 Pandemic,"$23,780,363",+253.4%,34,Wonder Woman 1984,52,2020,Dec_w4,2020_Dec_w4
